,x,y
19x23,2262.0137288135593,0.4163389830500819
19x24,2259.413728813559,310.02633898305066
19x25,2256.5137288135593,610.0063389830502
19x26,2251.0237288135586,859.2663389830504
19x28,2249.283728813559,1482.8463389830504
19x29,2260.8537288135594,1765.9263389830503
19x30,2265.4837288135586,2067.366338983051
20x20,2560.073728813559,-836.5636610169495
20x21,2564.993728813559,-555.8136610169495
20x22,2568.463728813559,-245.34366101694923
20x23,2554.573728813559,6.546338983050191
20x24,2564.413728813559,309.7363389830507
20x25,2559.203728813559,610.5863389830502
20x26,2598.843728813559,876.7563389830502
20x27,2562.963728813559,1177.6163389830508
20x28,2561.2337288135586,1499.7563389830502
20x29,2565.283728813559,1767.3763389830501
20x30,2547.333728813559,2079.8963389830496
21x23,2831.503728813559,-2.203661016949809
21x25,2826.873728813559,602.7163389830503
21x26,2826.293728813559,864.8063389830504
21x27,2832.373728813559,1162.16633898305
21x28,2824.5637288135586,1486.9263389830503
21x29,2823.4037288135587,1748.7263389830505
22x22,3102.6537288135587,-274.4936610169498
22x25,3105.543728813559,574.1463389830506
22x26,3117.9837288135586,857.2263389830505
22x27,3110.173728813559,1161.8763389830501
22x28,3102.073728813559,1472.9363389830505
22x29,3112.4837288135586,1741.4363389830505
22x30,3106.703728813559,2052.49633898305
23x24,3454.533728813559,313.2263389830505
23x25,3453.663728813559,619.0463389830502
23x26,3458.293728813559,896.5863389830502
23x27,3449.323728813559,1191.0263389830507
23x28,3455.6837288135594,1485.7663389830504
23x29,3459.4437288135587,1767.66633898305
23x30,3455.6837288135594,2065.32633898305
24x28,3729.7237288135593,1471.7663389830504
24x29,3736.673728813559,1764.7563389830502
24x30,3737.243728813559,2024.5063389830502
2x24,-2662.856271186441,319.64633898305055
2x25,-2658.516271186441,593.0963389830504
2x26,-2650.126271186441,885.5063389830502
2x27,-2680.506271186441,1169.74633898305
2x28,-2658.806271186441,1473.2263389830505
2x29,-2671.246271186441,1760.0963389830504
2x30,-2663.146271186441,2046.0863389830502
2x31,-2659.3862711864413,2337.90633898305
3x19,-2388.816271186441,-1124.5936610169492
3x20,-2407.046271186441,-839.4736610169493
3x21,-2397.506271186441,-554.0736610169497
3x22,-2402.1362711864413,-262.8336610169499
3x23,-2385.6362711864413,20.24633898305001
3x24,-2396.6362711864413,305.64633898305055
3x25,-2390.846271186441,602.1363389830503
3x26,-2404.156271186441,890.45633898305
3x27,-2394.606271186441,1184.0263389830507
3x28,-2402.996271186441,1472.3563389830506
3x29,-2400.686271186441,1757.4663389830503
3x30,-2400.396271186441,2052.786338983051
4x16,-2108.126271186441,-2021.6236610169499
4x17,-2104.366271186441,-1716.9836610169496
4x18,-2093.366271186441,-1432.7336610169496
4x19,-2109.286271186441,-1138.29366101695
4x20,-2112.756271186441,-847.0536610169493
4x21,-2096.836271186441,-562.8136610169495
4x22,-2093.076271186441,-270.1236610169499
4x23,-2103.206271186441,20.826338983050846
4x24,-2102.046271186441,303.6063389830506
4x25,-2104.366271186441,593.3863389830503
4x26,-2080.6362711864413,889.0063389830502
4x27,-2095.686271186441,1173.24633898305
4x28,-2086.716271186441,1457.7763389830507
4x29,-2092.786271186441,1759.5063389830502
4x30,-2095.396271186441,2046.376338983051
5x14,-1818.466271186441,-2597.9836610169496
5x15,-1826.566271186441,-2307.3236610169497
5x16,-1832.926271186441,-2012.5936610169492
5x17,-1835.536271186441,-1687.2436610169498
5x18,-1829.456271186441,-1429.5336610169497
5x19,-1843.926271186441,-1105.6436610169494
5x20,-1821.356271186441,-842.9736610169493
5x21,-1837.276271186441,-563.1036610169494
5x22,-1823.376271186441,-247.3836610169492
5x23,-1826.856271186441,14.99633898305001
5x24,-1821.646271186441,300.1163389830508
5x25,-1829.746271186441,588.4363389830505
5x26,-1832.066271186441,884.0463389830502
5x27,-1831.196271186441,1148.7563389830502
5x28,-1840.746271186441,1465.0663389830506
5x29,-1824.826271186441,1754.8463389830504
5x30,-1828.586271186441,2043.16633898305
6x11,-1556.576271186441,-3430.8836610169496
6x12,-1542.396271186441,-3180.1636610169494
6x13,-1538.346271186441,-2868.5236610169495
6x14,-1556.286271186441,-2610.5136610169498
6x15,-1558.316271186441,-2282.54366101695
6x16,-1547.896271186441,-2008.2136610169491
6x17,-1536.316271186441,-1699.1936610169496
6x18,-1549.636271186441,-1422.2436610169498
6x19,-1531.696271186441,-1105.3536610169494
6x20,-1545.2962711864411,-843.8536610169494
6x21,-1534.876271186441,-565.1436610169494
6x22,-1553.976271186441,-271.5736610169497
6x23,-1538.636271186441,41.2363389830507
6x24,-1543.266271186441,286.99633898305
6x25,-1539.216271186441,585.2263389830505
6x26,-1547.606271186441,879.0863389830502
6x27,-1540.666271186441,1167.41633898305
6x28,-1538.056271186441,1459.5263389830507
6x29,-1547.316271186441,1756.8863389830503
6x30,-1541.816271186441,2041.99633898305
7x11,-1234.506271186441,-3454.7836610169497
7x12,-1245.786271186441,-3184.2436610169498
7x13,-1251.576271186441,-2872.0236610169495
7x14,-1240.866271186441,-2593.6136610169497
7x15,-1237.106271186441,-2286.33366101695
7x16,-1244.056271186441,-2015.79366101695
7x17,-1240.866271186441,-1704.4436610169496
7x18,-1233.926271186441,-1430.9936610169498
7x19,-1231.606271186441,-1103.0236610169495
7x20,-1240.866271186441,-845.8936610169494
7x21,-1243.476271186441,-560.7736610169495
7x22,-1231.316271186441,-254.08366101694992
7x23,-1243.766271186441,32.4863389830507
7x24,-1240.006271186441,294.8663389830508
7x25,-1242.026271186441,578.5263389830507
7x26,-1241.446271186441,873.8463389830504
7x27,-1250.706271186441,1170.0363389830509
7x28,-1241.446271186441,1457.1963389830507
7x29,-1263.436271186441,1765.9263389830503
7x30,-1244.346271186441,2041.99633898305
8x12,-958.726271186441,-3185.7036610169494
8x13,-947.446271186441,-2895.6336610169496
8x14,-960.176271186441,-2581.3636610169497
8x15,-952.0762711864411,-2313.7436610169498
8x16,-953.226271186441,-2017.83366101695
8x17,-963.646271186441,-1693.9536610169498
8x18,-950.626271186441,-1433.3236610169497
8x19,-960.7562711864409,-1122.5536610169493
8x20,-962.196271186441,-853.1736610169492
8x21,-949.176271186441,-568.3536610169494
8x22,-939.916271186441,-250.87366101694988
8x23,-950.626271186441,22.286338983050882
8x24,-941.0762711864411,293.69633898305074
8x25,-942.8162711864411,583.7663389830504
8x26,-953.8062711864411,884.6263389830501
8x27,-940.4962711864409,1167.99633898305
8x28,-954.966271186441,1455.7363389830507
8x29,-938.7662711864409,1751.3463389830504
8x30,-957.2862711864409,2037.046338983051
9x12,-624.4962711864409,-3187.7436610169498
9x13,-643.5962711864408,-2897.9636610169496
9x14,-636.9462711864412,-2587.7736610169495
9x15,-648.8062711864409,-2316.0736610169497
9x16,-638.3862711864408,-2016.9636610169491
9x17,-638.3862711864408,-1709.6936610169496
9x18,-647.646271186441,-1432.4436610169496
9x19,-647.0762711864409,-1118.4736610169493
9x20,-647.646271186441,-847.6436610169494
9x21,-651.126271186441,-566.6036610169494
9x22,-641.8662711864408,-246.21366101694912
9x23,-623.0562711864409,-2.203661016949809
9x24,-630.5762711864409,290.7863389830509
9x25,-629.126271186441,592.5163389830504
9x26,-625.6562711864408,881.1263389830501
9x27,-639.2562711864412,1162.45633898305
9x28,-611.7662711864409,1435.6163389830508
9x29,-631.1562711864408,1755.1363389830503
9x30,-644.4662711864412,2041.41633898305
