,x,y
22x30,3285.998231145179,1777.4814695086777
22x31,3268.4638162963342,2066.9615434272614
23x29,3654.168154949448,1551.064535058183
23x30,3628.7176088463593,1837.818647501326
24x30,3913.611039718813,1849.3795620724932
24x31,3891.8011349085646,2134.408267034236
25x31,4165.972275403131,2165.7959687645052
2x18,-2187.7116836901428,-2166.567176582479
2x19,-2198.744175932222,-1868.0488504868636
2x20,-2233.8701159856387,-1583.8703839638633
2x21,-2251.534938509698,-1299.6606984406687
2x22,-2278.3691985946894,-1000.1581807789779
2x23,-2290.4912584538897,-726.2829174477127
2x24,-2319.6485036447725,-440.4286282497399
2x25,-2354.6135413573984,-144.5436588143948
2x26,-2370.299578866826,147.1423165550979
2x27,-2404.7790732083054,423.7784354368451
2x28,-2425.5603997325843,720.5779741290256
2x29,-2442.7506144901695,1016.2299866650272
2x30,-2485.0753063457823,1299.5003934485942
2x31,-2496.8779308767967,1579.8365360598882
2x32,-2538.9508978335916,1877.149735819758
3x15,-1817.8470701988986,-3013.957738594455
3x16,-1854.0569852053006,-2720.5280452176103
3x17,-1868.5377305381392,-2429.3208921210467
3x18,-1896.5087184130025,-2136.9314293538255
3x19,-1923.059767737885,-1844.1292021086292
3x20,-1944.2636659107316,-1569.5669796484453
3x21,-1981.8530803925803,-1273.6259158892713
3x22,-1980.1192934045316,-984.8228929087626
3x23,-2030.1050310664616,-700.4627259894263
3x24,-2051.1537568010203,-420.91905579646493
3x25,-2060.337017746335,-120.20479172106306
3x26,-2088.5630910691248,168.36894943494733
3x27,-2117.1085997201017,450.4818113109299
3x28,-2145.700414586482,750.1147175856685
3x29,-2168.955022709785,1035.0195987320467
3x30,-2188.602844754933,1321.9900292451612
3x31,-2213.857779345199,1616.6497242813864
3x32,-2230.9703392644574,1901.207843464462
4x14,-1523.478214407777,-3286.1441602620794
4x15,-1536.160111927343,-2992.153224389384
4x16,-1543.8201417017633,-2698.90615970867
4x17,-1575.0164997997301,-2416.4283359039982
4x18,-1613.038586639637,-2115.556207895539
4x19,-1636.7463983154498,-1832.155523059485
4x20,-1657.3949478111192,-1513.133469427256
4x21,-1666.372359295754,-1258.851237678682
4x22,-1689.909324221817,-967.256029586935
4x23,-1716.9696904852055,-682.095209035284
4x24,-1736.7917198292112,-393.09223041276965
4x25,-1776.0314126080598,-105.18142701938962
4x26,-1815.2463215616701,185.95326932537805
4x27,-1822.2946147961848,475.4589066841009
4x28,-1846.340896660754,759.4127080823033
4x29,-1872.1150925984846,1049.942976081634
4x30,-1896.370290933943,1339.730245908498
4x31,-1918.5277563845596,1628.8140836179155
4x32,-1949.8521718665122,1919.4608119578609
5x14,-1233.3781217058256,-3267.412424776032
5x15,-1257.9843784691263,-2936.173716397772
5x16,-1286.0418371571957,-2683.526812969355
5x17,-1326.474489288114,-2378.1842068010383
5x18,-1327.6550109276127,-2062.1706563500197
5x19,-1343.2814182014033,-1798.2309427870284
5x20,-1379.6384254523616,-1489.618349032733
5x21,-1416.721746306446,-1202.9780416535498
5x22,-1435.7816053790473,-946.6392957095687
5x23,-1455.916486191389,-657.3821046586412
5x24,-1469.971143026019,-377.8211075198045
5x25,-1503.375909166657,-83.27779848174626
5x26,-1516.7817509359554,205.69297756049772
5x27,-1556.8073875535674,499.37775638526875
5x28,-1570.6226332517329,779.5413996123997
5x29,-1608.781711626705,1068.428047517028
5x30,-1617.7717113504257,1363.6086012548506
5x31,-1647.616714347293,1650.5782330908978
5x32,-1683.8827427396914,1937.870716084522
6x15,-976.6829133207124,-2923.455312199299
6x16,-995.4035664234102,-2636.9975782359643
6x17,-1007.081513181713,-2358.1161024088487
6x18,-1063.5339591402094,-2045.9666536742675
6x19,-1083.3056050007217,-1757.5515198480994
6x20,-1116.6549554121782,-1480.517437780326
6x21,-1142.8205116139197,-1178.6291005285316
6x22,-1148.6881592587179,-919.9954128327545
6x23,-1177.261793221876,-627.3665389290684
6x24,-1235.851263643502,-368.2733916717293
6x25,-1221.86974205381,-66.15582787571745
6x26,-1247.0256175917846,227.34810451006481
6x27,-1281.0700892839768,512.4924520731878
6x28,-1337.9789430435592,809.7083750379086
6x29,-1318.5355369380773,1095.6432469213796
6x30,-1351.1600700802887,1381.2003589624787
6x31,-1375.166766827671,1668.0882586921098
6x32,-1393.8817090900316,1957.7582142210135
7x15,-683.8197253376132,-2889.301284261502
7x16,-714.9252608775522,-2604.4871703928707
7x17,-733.6129317850791,-2325.323263420548
7x18,-745.9250104929658,-2025.459293064169
7x19,-775.6072469338156,-1750.4594860826562
7x20,-811.2278208099905,-1443.530152820533
7x21,-823.6577189540059,-1189.8348928487908
7x22,-847.872615453296,-869.9542537229937
7x23,-869.4296669306468,-625.23118813333
7x24,-898.1493828804811,-341.08577814794853
7x25,-901.4234228983654,-34.60583041570055
7x26,-946.1347883014303,249.3432437222394
7x27,-962.3301427493632,533.3878123981885
7x28,-997.6641453163218,823.3897838787254
7x29,-1029.1800759808414,1126.5759628419978
7x30,-1042.7716039161694,1400.6163430205092
7x31,-1062.2642535230293,1692.5682212664005
7x32,-1083.9189858949908,1982.5783739609215
8x17,-431.7429355587001,-2321.6614772053395
8x18,-458.7480423934398,-2030.3534827993426
8x19,-484.6368344565574,-1769.049762111112
8x20,-510.8933504546927,-1442.3284804846478
8x21,-537.2073579965053,-1165.8757336958165
8x22,-541.0929782537627,-879.3107594662082
8x23,-543.1369613319853,-573.5985746695009
8x24,-592.0105987287485,-309.0056466317134
8x25,-621.9927304990475,-6.852260460867735
8x26,-657.8360500045119,275.5083043261247
8x27,-688.5470019696984,565.9065120158278
8x28,-691.1430913521898,847.6138623280232
8x29,-736.5942506791465,1143.473268323228
8x30,-751.6304819275282,1417.389824686376
8x31,-759.303816660015,1724.375940388833
8x32,-795.3469812469233,2005.5551238049632
9x16,-113.92033750779537,-2588.9070007752825
9x17,-140.96502945972247,-2300.5331047007153
9x18,-150.57758315182087,-2001.6020141271244
9x19,-171.98295997835868,-1714.5011950009612
9x20,-204.46226509124125,-1420.4506555704336
9x21,-238.01882405889222,-1137.6030320162472
9x22,-264.0110269191233,-837.7372794027278
9x23,-338.2034494222631,-556.325028526694
9x24,-311.0543248673079,-275.27998314090644
9x25,-313.1510607824183,14.067919907486818
9x26,-344.48033314736085,301.4924632107394
9x27,-375.26557940176576,592.7574928882748
9x28,-357.2781801138116,841.4620297726174
9x29,-414.6536986845024,1174.5692082733879
9x30,-457.5786672750153,1475.0311527380802
9x32,-500.4273534108646,2036.0915482361331
